id,comment,label
train_000609,chất lượng sản phẩm tuyệt vời giao hàng nhanh còn đc shop tặng kèm quà nữa thank shop nhé tiếp tục ủng hộ shop,0
train_000610,đáng tiền đáng tiền thời gian giao hàng nhanh shop phục vụ tốt kcn dùng ưng ý tuy nhiên check mã k hơi lo lo,0
train_000611,chất son mịn bôi môi thích mùi thơm cực còn ủng hộ shop dài,0
train_000612,okổn trong tầm giá thời gian giao hàng nhanh,0
train_000613,lần đầu tiên đánh giá 1 sao sp shopee đt ngoại quan hình thức ổn mở máy mới biết hóa k tải đc về k ch play k thể tải đc bất kỳ zing zalo zing mp3 k xem đc youtube dùng wifi treo webyc hoàn tiền k cho nói chung k nen mua,1
train_000614,tem bị trầy cào ko được nghi hàng giả quá mà lỡ lấy hàng rôi,1
train_000615,chất lượng sản phẩm tuyệt vời đóng gói ẩu quá 10 cây giao một màu một kg vui,0
train_000616,o o hnay mới nhận dc hàngvốn thích đông y hoặc thảo dược lâungửi dc mùi hộp trà thấy thoải mái cực kỳchưa kể shop bọc e nó cẩn thận nữabắt đầu uống hy vọng hợp,0
train_000617,rong biển vị ăn muối nêm thêm thích mặn hơn giá hợp lý đặt thêm nhu cầu,0
train_000618,nồi màu hồng xinh thích tiếp tục ủng hộ shop,0
train_000619,chất lượng sản phẩm tuyệt vời son mịnthơm lâu trôi đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng nhanh,0
train_000620,hàng hỏng sạc mua,1
train_000621,giày cực đẹp ưng ý,0
train_000622,giày đeo cứng đau chân khó di,1
train_000623,sp sử dụng ok tiếc trữ điện cấm trực tiếp mới hoạt động hơi buồn chỗ,0
train_000624,2 vấn đề chính vấn đề thứ 1 tiki giao hàng quá hạn dự kiến nhận phản hồi ghi nhận gửi hàng đặt hàng ngày 26 7 đến ngày 28 mới nhận đc sản phẩm thứ 2 gửi hàng sai sản phẩm combo tặng tẩy trang micelar walter 50ml thành k 2ml gọi điện phản hồi lần 2 đổi sản phẩm thời điểm viết nhận đc hàng chờ khoảng 2 ngày mới biết đổi đc hàng không mong thất vọng lần 3 tiki xem cách làm mình,1
train_000625,chất lượng sản phẩm tuyệt vời chân nấm to đẹp giá hợp lý,0
train_000626,sáng thua 7w hãng khác,1
train_000627,sản phẩm giống mong đợi bé xíu,0
train_000628,mua xanh dương giao xanh lá quá tệ,1
train_000629,hài lòng về chất lượng còn đc tặng thêm quà cảm ơn chị chủ shop nha,0
train_000630,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn đóng gói sản phẩm đẹp chắc chắn đáng tiền thời gian giao hàng nhanh 5 shop,0
train_000631,giày đẹp đặt lớn hơn 1 đến 2 size mang thoải mái hơn,0
train_000632,chất lượng sản phẩm kém chất lượng sản phẩm kém đáng tiền mỏng kéo dán,1
train_000633,chất lượng sản phẩm kém thái độ phục vụ chấp nhận đc mọi người mua hàng ở,1
train_000634,ao mỏng,1
train_000635,đóng goi sản phẩm mop méo,1
train_000636,giày cứng đường may xấu,1
train_000637,đáng tiền đóng gói xấu,0
train_000638,chất lương ổn,0
train_000639,giày đẹp lắm ạ kẻ caro hơi nhỏ trong hình ạ,0
train_000640,đóng gói sản phẩm đẹp chắc chắn ảnh đẹp sắc nét,0
train_000641,đóng gói sp đẹp son ok7,0
train_000642,mua về dùng vài lần giờ tự rưng bắt mạng 2g sao giải thích rúp,1
train_000643,sản phầm tốt da lót bên trong,0
train_000644,xài thích lắm luôn sôi nhanh chiên trứng ok,0
train_000645,mk ưng lắm,0
train_000646,đúng ngon thời gian giao hàng nhanh,0
train_000647,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng nhanhđã mua 10 đôi nha nhà giầy mang thoải máiđi êm chânchúc shop buôn may bán đắt nhé,0
train_000648,sản phẩm tuyệt vời mặc dù da dầu dùng e mướt k bết thích luôn cảm ơn shop ạ,0
train_000649,vỏ son xước,1
train_000650,sử dụng k nhận xét về chất lượng mua giá sale còn đc tặng quà hihi,0
train_000651,shopee phục vụ siêu tốt nha bạn lần đầu tiên mua hàng online chút lo ngại chất lượng sản phầm hôm nay nhận hàng vui quá sách đẹp đóng gói kỹ chắc chắn nữa giao hàng nhanh giá hợp lý giờ tin dùng shopee thôiiii,0
train_000652,chất lượng vải k tốt dây đai hông k túi nhỏ điện thoại hay vật dụng nhỏ em bé dây đai vai hơi dài đặt màu đỏ đô shop giao màu đỏ tươi shop làm ntn k hài lòng,1
train_000653,sản phẩm đẹp hơn hình hài lòng lắm luôn,0
train_000654,shop dễ thương kem mùi dễ chịu,0
train_000655,bé nhà 8kg mặc size 1 chất vải mềm thấm hút mồ hôi hài lòng chọn màu ko đc mỹ mãn lắm mong shop thể khắc phục đc thể ủng hộ shop dài dài,0
train_000656,dùng ok thấy hơi nhỏ,0
train_000657,sp good ths,0
train_000658,sản phẩm kg giống hình clip,1
train_000659,gói kỉ ok tặng tẩy trắng răng e hỏi ngu shop xíu ạ e biết cây lẽ loại 195k hương vani còn set 3 cây hương ạ,0
train_000660,cơm cháy hơi ỉu đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền,0
train_000661,sản phẩm khá tốtcảm ơn sh,0
train_000662,giòn k thơm lắm vị đậm thêm một tí xíu quá ok tội hơi nhạt hi trộn sữa ăn ngũ cốc k khá ngon ăn vặt thay bim bim tốt sức khỏe hơn,0
train_000663,sd bong keo gia công ẩu keo dán tràn tùm lum ngoài mua 2 đôi 2 tặng ngta chê hàng rẻ tiền dc thế muối mặt bực bội,1
train_000664,chất lượng sản phẩm kémgửi phan hồi ko thèm trả lời lại,1
train_000665,đáng tiền mới dùng thất ok nhé nóng nhanh dễ dùng nói chung giá tiền quá ổn ạ,0
train_000666,chất lượng sản phẩm tạm ma minh dat hag con trai ben shop lai gui kèm vao 1 bo cua gái nua kh co thi huy hag di chu lam an nhu vay kh bao jo mjnh mua nua,1
train_000667,đặt bé traimà giao màu hồng,1
train_000668,dùng vài ngày cảm thấy ổn shop phục vụ tốt 5sao nhé 3,0
train_000669,sản phẩm kém chất lượng nsx cũ lắm rồi nghị hãng hãy bán hàng tâm chút gửi hàng đát mới dùm cái,1
train_000670,hang lỗi,1
train_000671,đáng tiền thời gian giao hàng nhanh,0
train_000672,đóng gói sản phẩm đẹp chắc chắn thời gian giao hàng nhanh sản phẩm nhận y hình,0
train_000673,tạm dùng ok,0
train_000674,đóng gói kỹ đủ số lượng bánh ngon nsx mới,0
train_000675,shop bảo nhầm dây nghe nhỏ e thay dây vẩn nhé làm ăn thất đức k giàu đâu đàn lỗi sơn xấu dây lệch hẵng sang 1 bên k đưa hướng giải quyết chối bỏ trách nhiệm thất vọng thật sự mua giùm mất tiền mất thời gian mất uy tín,1
train_000676,bluetooth đem về kết nối nghe âm thanh,1
train_000677,ý shop nhé,0
train_000678,đặt 3 đôi giao nhầm size 1 đôi,0
train_000679,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn sách bọc đẹp shop tâm,0
train_000680,mũ giày đẹp lắm mom đáng tiền tư vấn nhiệt tình nói chung ưng tiếp tục ủng hộ,0
train_000681,chất lượng ko tốt lắm bỉm dày cứnggiá rẻ mà thời gian giao hàng nhanh shop phục vụ tốt,0
train_000682,hạt nhỏ xíu chất lượng sản phẩm kém,1
train_000683,ủng hộ tiếp,0
train_000684,đẹp hình chất lượng bình thương chất lượng sản phẩm kém,1
train_000685,mầm đậu pha hơi mùi,1
train_000686,dây giầy e dài,0
train_000687,e nhầm địa bên ship chịu giao hàng e cảm ơn ạh chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt,0
train_000688,đóng gói chắc chắn hàng xíu lỗi chóc sơn khóa vuông,0
train_000689,giao hàng nhanh sp giống hình đẹp giá hợp lí,0
train_000690,dong goi thieu kinh boi den led tich dien thi shop gui den bat muoi,1
train_000691,vận chuyển nhanh sữa uống bé tăng kg tốt,0
train_000692,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng nhanh báh giòn ngon nhưg nước mắm ko đều,0
train_000693,gd nhanh,0
train_000694,chất lượng sản phẩm tuyệt vời thích người giao hàng bên shoppee 1 tí nào nghĩ sao nói mua hàng dỏm ko chất lượng ng bán nghĩ sao về,0
train_000695,shop giao hàng nhanh đóng hàng chắc chắn còn tác dụng dùng ko rõ review shop đc tặng kèm 1 sample,0
train_000696,gửi k đúng màu sạc mau hết dc 1 lần chất lượng sản phẩm kém,1
train_000697,trong đơn hàng 1200 giao 750 hôm nay định đặt thêm 1 con mới biết ai giải quyết trường hợp,1
train_000698,bóng giống trong hình giao hàng nhanh bé,0
train_000699,ko hieu lau bang tay suong hon,1
train_000700,nhận hàng ưng mẹ yên tâm mua con nhá chất vải dày mịn may cẩn thẩnmàu sắc đẹp giá rẻ giao hàng nhanh tiếp tục ủng hộ shop,0
train_000701,nuoc son tho de troc son,1
train_000702,mở nắp ngửi thấy mùi thơm thảo mộc thích rồi đóng gói sản phẩm đẹp chắc chắn thời gian giao hàng nhanh,0
train_000703,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng nhanhtks shop ạ,0
train_000704,giao hàng 2 lần đểu giao k đúng size 2 bé size khác nhau giao 1 size bực,0
train_000705,dù việt nam thua e thấy sản phẩm ok thank shop,0
train_000706,mua nhớ hỏi kĩ chủ,1
train_000707,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng nhanh cảm ơn chúc shop buôn may bán đắt nhé,0
train_000708,đặt size xl giao áo quá nhỏ giống áo trẻ em muốn đổi shop nói hết size,1
train_000709,ngon đáng đồng tiền lắm mới đầu định mua jbl charge 2 xem thử kết nó luôn nhỏ gọn gàng chất lượng nhét balo đem đi đâu tiện cục xạc nó dùng chung điện thoại khó khăn gì,0
train_000710,tốt dễ dùng,0
train_000711,đóng gói sản phẩm đẹp chắc chắn chua dung nen chua biet chat luong sao neu ok se ung ho shop lan,0
train_000712,mua son 2 lần hài lòng son đẹp đáng tiền,0
train_000713,sách in sai trang 88 đến trang 115 nhận hàng quá hạn đổi trả mới xem đến thể kiểm tra,1
train_000714,đầu còn thể mở copy file sang hôm mở bảo format mới mở bấm format bảo thể format tiki giúp mới mua hôm thứ 7 bây giờ mất hết tài liệu mình mong tiki liên hệ giúp về vấn đề này,1
train_000715,giống mẫu,1
train_000716,don đẹp cực kì còn nhận quà shop thích thích,0
train_000717,dien thoai sac hok bao hanh phuc tap hok chiu doi moi khach hang bo tay,1
train_000718,chất lượng sản phẩm kém shop phục vụ kém giao hàng thiếu,1
train_000719,đúng k thể tin hàng quần áo mạng,1
train_000720,nhận mũ rách hình ở khâu phần quai bên dáng mũ k giống hình,1
train_000721,sai m j ma rong wa chac 70k moi mac vua kg hai long ti nao,1
train_000722,chất lượng sp dược đóng gói tốt,0
train_000723,sản phẩm đẹp bấm phím nhậy mội người ủng hộ nha,0
train_000724,giao hàng nhanh quạt tốc độ mạnh mát chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn đáng tiền,0
train_000725,áo ở ngoài còn đẹp hơn ha shop chụp ưng đóng gói sản phẩm đẹp chắc chắn đáng tiền,0
train_000726,thời gian giao hàng nhanh vị ngon,0
train_000727,sản phẩm ok giao hàng quá lâu ở đống đa hà nội đặt ngày 21 đến hoim nay mới nhận hàng,0
train_000728,gói hàng siêu cẩn thận,0
train_000729,đóng gói sản phẩm đẹp chắc chắn giá mềm chất lượng ổn,0
train_000730,chất bình thường size bé,1
train_000731,sản phẩm mua về đúng mô tả ktra tặng tháng đầu sử dụng mong tiki xem xét,1
train_000732,để nguyên giá đôla mỹ đi đừng qui đổi tiền việt nghe choáng quá,1
train_000733,form áo xấu rộng số kí 68kg size xl rộng dài nói tóm form áo đến chất vải ko đẹp,1
train_000734,tập chừng 15p thôi mồ hôi trơn đem dẹp luôn,1
train_000735,hàng ghi made in mỹ mã vạch ở việt nam hạt mốc,1
train_000736,xiaomi hãng tq làm ăn tốt nhất thấy đến thời điểm hiện dù vốn thích tq mọi sản phẩm ngon giá ổn sản phẩm hợp lí thiết kế ổn hiện đạikhông màu mè hay đơn điệu hoàn thiện tốt nghe tiếng xấu gù về hãng này mi chịu chuyển sang đài loan hay hongkong chắc tin dùng hơn nhiều ps vòng tay quá ngon giá rẻ chắc chắn xúc liền một em,0
train_000737,mua ở shop 2 lầnhết tuyp da mịn màng thích,0
train_000738,mua size l ma shop giao size xl nhung xai thu that chat luong tot đóng gói sản phẩm đẹp chắc chắn,0
train_000739,chạy thấy ok,0
train_000740,sản phẩm dùng thử kích ứng gây mẩn đỏ da,1
train_000741,chất lượng sản phẩm kém shop phục vụ kém shop phục vụ kém shop phục vụ kém shop phục vụ kém shop phục vụ kém shop phục vụ kém shop phục vụ kém shop phục vụ kém shop phục vụ kém shop phục vụ kém shop phục vụ kém shop phục vụ kém,1
train_000742,trái cây xấy ngon lắm luôn giòn rụm miếng to nhà thích,0
train_000743,nhận hàng chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn,0
train_000744,dã dược doi sản phẩm khác dùng ok nhân viên bán hàng nhiệt tình,1
train_000745,mũ nhẹ yếu ớt đặc biệt tấm nỉ lót bên trong ráp đội ngứa khó chịu vô tôi khuyên ai ý định mua mũ bỏ nhé kẻo hối hận đấy,1
train_000746,quá tệ chất lượng hàng tốt dao atm tặng kèm gọi liên hệ shop được y lừa đảo 0 sao đc 1 saomọi người tránh nhé,1
train_000747,vỏ nồi hơi mỏng,1
train_000748,bé nhà thjk,0
train_000749,shop gửi quạt gãy way,1
train_000750,giao đúng hàng hết hàng phép người mua thay thế bằng mẫu khác màu mẫu giống hình ảnh,1
train_000751,quá tuyệt,0
train_000752,shop uy tín trách nhiệm hàng chất lượng giao hàng nhanh đóng gói cẩn thận,0
train_000753,hàng tq nhái chính hãng nokia,1
train_000754,đáng tiền xài hư,1
train_000755,10 sao 10 sao uống thuốc kết hợp cà phê vỏn vẹn 2 ngày giảm 778 xuống 759kg dùng sản phẩm giảm cân hầu lờn hết trc uống dema ko lờn đêm nào tiêu chảy ko chịu nổi max7days maxcurve giảm nhanh k tác dụng phụ nchug yêu,0
train_000756,biết chất ntn em mua lần đôi yeezy thứ 5 ạ,0
train_000757,sản phẩm dùng tốt thời gian bh dài hơn shop khác,0
train_000758,hàng fake k check mã vạch code đc,1
train_000759,tôi mua sản phẩm chuột dây thương hiệu logitech b175 ngày hôm chuột hoạt động hôm nay chúng tôi mua pin mới khác lắp thử thêm 1 lần chuột hoạt động chúng tôi trả hàng hoặc đỗi hàng khác hoạt động chúng tôixin cám ơn,1
train_000760,shop chu đáo đậu ngon ok bán on qá hài lòng,0
train_000761,đóng gói sản phẩm tệ mở rơi giao hàng quá chậm 67 ngày mới nhận đượcthường 1 ngày nhận inbox k thấy check in đến gửi hủy đơn hàng mới trả lời lý do nói chung hài lòng,1
train_000762,cơ bản sách hay tộn nó chứng minh chẳng ý kiến tiki giao hàn quá kém thùng giấy sách giấy ko chèn chắn tôi ko nhận mã giảm giá 100k đơn hàng 500 k dịch vụ quá tệ,1
train_000763,chất lượng sản phẩm kém mua 3 hai la k xài dc,1
train_000764,đóng gói sản phẩm đẹp chắc chắn giá tốt 828k shop tặng mã 50k giâ sản phẩm 778k,0
train_000765,chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt shop phục vụ tốt đáng tiền thời gian giao hàng nhanh đáng tiền đáng tiền đáng tiền,0
train_000766,giá tốt sản phẩm chính hãng,0
train_000767,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn chị chủ dễ thương năm mới mua còn đc lì xì lấy hên chớ chúc chị năm mới lộc lá gđ sức khỏe e ưng tả shop lắm,0
train_000768,sản phẩm khá ổn mức giá 99k giá giảm 400 mấy quá cao sản phẩm k xứng đáng giá,1
train_000769,đáng tiền thời gian giao hàng nhanh shop phục vụ tốt,0
train_000770,chất lượng sản phẩm tuyệt vời lộn 2sim 11 số,0
train_000771,chả phát sáng,1
train_000772,mùi hơi nồng dùng khá mềm da,0
train_000773,chất lượng sản phẩm kém,1
train_000774,sản phẩm đóng gói đẹp giao hàng nhanh chủ shop nhiệt tình chất lượng sản phẩm ăn bik ngon ủng hộ dài dài,0
train_000775,đóng góp hơi lỗi 1 tí,0
train_000776,e nhận hàng giày ok lắm nè shop giao hàng bao nhanh,0
train_000777,nhan vien giao hang ko lien hệ khach truoc ma vo giao tuy tiện ko biết lien hệ sao luon thắc mắc,1
train_000778,cũnq thơm mùi hơi nồnqso vs giá thì oke,0
train_000779,bt thui,0
train_000780,dùng ba hôm xập nguồn ko nạp,1
train_000781,thấy giao trog keo sao giao 2 túi zip z chất lượng dc ngon góp ý bỏ dô hủ lịch sự ngon 5 sao,0
train_000782,đề nghị cơ quan chức năng sớm tra hình thức xử lý thật nặng răn đe kẻ còn nhân tính,0
train_000783,phom nhỏ chân 365 mang 37 kg vừa nhắn tin quá trời nhờ shop đổi dùm shop không,1
train_000784,đáng tiền đấy,0
train_000785,đặt dâu tây giao lộn dưa hấu,1
train_000786,sản phẩm đúng trong hình quảng cáo quảng cáo sản phẩm yairz hàng nhận yanozi,1
train_000787,đóng gói sản phẩm quá tệ giày thì ok vẫn shop 5,0
train_000788,chất lượng sản phẩm tuyệt vời shop phục vụ tốt chất lượng sản phẩm tuyệt vời đáng tiền đóng gói sản phẩm đẹp chắc chắn,0
train_000789,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn thời gian giao hàng nhanh chủ shop nhiệt tình,0
train_000790,nhìn bề ngoài tạm được thế nào mua zize 43 giao size 40 bố nào đi được xin chừa,1
train_000791,đầu bấm sơ sài,1
train_000792,sách in nhầm mong nhà bán hàng xem bên ngoài in một kiểu bên trong nội dung một kiểu tôi mua sách ở tiki bao giờ gặp tình huống này mong tiki nhà bán hàng xem cẩn thận giao khách hàng,1
train_000793,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng nhanh mọi người ủng hộp shop nhé,0
train_000794,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt phấn màu cực chuẩn ở ngoài còn đẹp hơn trong ảnh nhiều,0
train_000795,sản phẩm tốt nè đóng gói kỹ dễ sợ luôn,0
train_000796,chất lượng sản phẩm kém shop phục vụ kémbán hàng kiểu trí traảnh shop 2 khóa chính giao khách túi 1 khoáchả đáng bao tiền mua bực ngườicảm giác lừa ức chếkhuyên anh em mua hàng ở shop,1
train_000797,shop bán hàng nhieu k ng đe tloi tin nhan khách hàng liên hệ k tôn trọng khách hàng,1
train_000798,shop giao hàng nhanh đóng gói sp chắc chắn cân chuẩn khá ưng sp,0
train_000799,chất lượng ok chọn 2 mẫu khác nhau shop giao 2 mẫu giống nhau hơi bục,0
train_000800,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng chặm cài tiếng việt được,0
train_000801,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn hàng đẹp shop tw vấn nhiệt tình,0
train_000802,dép đẹp qt luôn lưu ý mấy bạn đặt lớn hơn chân 1 2 size nha dép bít mũi nó nhỏ á muón mang thoải mái hơn 2 size triển nhé mua 5 đôi giờ nhà toàn một bầy chó hồng,0
train_000803,sp kém hàng ko chuẩn ham rẻ giừ hối hận mua tận 2 bịch chất lượng đi đôi giá tiền hàng kém bông vón cục,1
train_000804,tôi sử dụng sản phẩm 2 lần đáy nồi tróc lớp chống dính mặc dù cẩn thận rửa nồi nút thời gian vấn đề tôi chỉnh giờ nấu 15 phút đi tập thể dục 30 phút quay về nồi nấu,1
train_000805,chân 36 lấy sz 35 đi thoải mái phom to,0
train_000806,mới dùng mấy hôm chuột hỏng,1
train_000807,hủ nhỏ quá,1
train_000808,thấy k hiệu quả l,0
train_000809,shop phục vụ kém giao hàng thiếu đầu thu hỏi shop trả lời vô trách nhiệm đổ thừa coi vứt con chuột đi né xa đáng tiền,1
train_000810,2 ban chai 1 hỏng buồn,1
train_000811,kiểu dáng đẹp chất liệu ko thấm mồ hôi đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt thời gian giao hàng nhanh,0
train_000812,kem danh bi bết ko bám,1
train_000813,đóng gói sản phẩm đẹp chắc chắn ms dùng biết chất lượng sao,0
train_000814,dùng thích lắm luôn ạ thấm nhanh mềm da,0
train_000815,đóng gói sản phẩm kém chất lượng sản phẩm kémhình sp đem dán khách r dán k nhạy khí bộ sp hỗ trợ keo dính bụi k có thất vọng lớn,1
train_000816,chất lượng đáng giá tiền mang ko đau chân nói chung hài lòng chúc shop buôn may bán đắt,0
train_000817,dong goi rat dep giao hang rat nhanh minh chua dung len chua biet dc ntn,0
train_000818,sen đỏ luôn luôn giao trể 23 ngày,1
train_000819,xài ok ak,0
train_000820,giày đeo mùi hôi khó chịu,1
train_000821,shop làm chu đáo nhiệt tình chất lượng sản phẩm tuyệt vời,0
train_000822,xài thích đánh kem nền mịn đẹp đáng tiền,0
train_000823,đáng tiền chất lượng sản phẩm kém,1
train_000824,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng nhanh hàng chuẩn kiểm tra,0
train_000825,đáng tiền đóng gói sản phẩm đẹp chắc chắn chất lượng sản phẩm tuyệt vời thời gian giao hàng nhanh shop phục vụ tốt,0
train_000826,áo dão kinh,1
train_000827,sim mua ve k sai dcnt shop noi long vong loi khach lm huk jai quyet van denoi chug la that vongminh mua tren phoppe rat nhieu nhung lan nay la that vong nhatve ca san pham lan cach phuc vu,1
train_000828,thích mua hàng shop mãi thôi shop bán hàng cực chuẩn chủ shop cực kì dễ thương chuẩn giao hàng nhanh freeship nữa yêu shop quá muốn rinh shop về nhà,0
train_000829,chất lượng sản phẩm tuyệt vời ấn tượng ve cách phục vụ cua shop,0
train_000830,mua đợt khuyến mãi giá 70k ko thể rẻ hơn lần đầu giao nhầm quạt đứng shop nhiệt tình trực tiếp chạy đổi hàng test chạy ok độ bền dùng lâu mới đánh giá,0
train_000831,quảng cáo sản phẩm chịu nướng ở 400 độ c thực tế sử dụng nướng bánh chuối ở 160 độ c hộp thủy tinh nứt sao,1
train_000832,tuyệt vời tội shop nhan tin mãi mới trả lời 5,0
train_000833,thời gian giao hàng nhanh shop còn hay sale đáng tiền tiếp tục ủng hộ nè cảm ơn tặng sample nha 3,0
train_000834,chất lượng đc mau,0
train_000835,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền thời gian giao hàng nhanh 3,0
train_000836,check hiddentag hàng chuẩn,0
train_000837,ok chất lượng sản phẩm tuyệt vời shop phục vụ tốt đáng tiền thời gian giao hàng nhanhcảm ơn shop kèm quà tặng,0
train_000838,khui chụp luôn đẹp lắm nha shop,0
train_000839,sản phẩm tốt đóng gói đẹp hài lòng về sản phẩm,0
train_000840,giao nhầm giày bảo giao đúng,1
train_000841,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn ưng lắm luôn nhưg chụp hình đi lm ko bắt mắt lắm,0
train_000842,chất lượng sản phẩm kém pin đúng quảng cáo hình ảnh lần thứ 2 mua shope,1
train_000843,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn thời gian giao hàng nhanh gói vỏ ko bóp đc buồn r,0
train_000844,hàng kém chất lượng bán hàng chán,1
train_000845,đóng gói sản phẩm đẹp chắc chắn dag gia tiền,0
train_000846,mới hút bụi 2 phút hư luôn,1
train_000847,đóng gói sản phẩm đẹp chắc chắn sử dụng báo chất lượng,0
train_000848,chẳng khác iphone 6,1
train_000849,lan đau mua cua shop giao hang nhanh nhu 1con gio gia ca canh tranh san pham chat luong ngọt cay sach se đựng trong họp chac chan them 5 la 10 luon chuc shop co that nhieu khách hang,0
train_000850,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn shop phục vụ tốt đáng tiền đáng tiền thời gian giao hàng nhanh còn tặng thêm 1 gói dưỡng trắng tks shop,0
train_000851,hàng đẹp form giày chuẩn hàng lòng đóng gói đẹp mua thêm đôi,0
train_000852,loa nói quá nhỏ người nghe nghe rõ hết,1
train_000853,đặt màu đen vỏ hộp xanh ruột trắngquá thất vọngtrả hàng phức tạp nt shop ko bgjo trả lờicạch,1
train_000854,chất lượng sản phẩm kém1 bên loa hỏng,1
train_000855,mạch sạc ko ổn định,1
train_000856,tốt,1
train_000857,đóng gói sản phẩm tốt giao hàng nhanhphù hợp giá thành,0
train_000858,sao nhận hàng hộp ghi xuất xứ trung quốc,1
train_000859,đáng tiền shop phục vụ tốt thời gian giao hàng nhanh,0
train_000860,c chủ nhân viên dễ thương vui vẻ ủng hộ dài dài,0
train_000861,chất lượng sản phẩm tuyệt vời shop phục vụ tốt đáng tiền hàng chất lượng tốt lung linh,0
train_000862,trong ảnh đẹp ngoài nhìn xấu kém,1
train_000863,đẹp thích lắm,0
train_000864,giày bẩnbảo đổi hàng shop k đổi,1
train_000865,đóng gói sản phẩm đẹp chắc chắn mới dùng thử khá ổn tiếp tục ủng hộ shop,0
train_000866,màu sơn đế giầy mờ tróc ko hài lòng lắm,1
train_000867,xay xong 1 lần cá lần rùi sử dụng,1
train_000868,sản phẩm đẹp chất lượng khỏi chê luôn giao hàng nhanh cảm ơn shop,0
train_000869,hang k nhu hình hang k ro nguồn goc chất lượng sản phẩm kém,1
train_000870,bánh to tròn múp míp 3 ăn lắm hehe 3 tặng kèm gói bánh đâyyy 3 gói bánh tặng ăn vui mồm tội hơi cứng,0
train_000871,shop tốt,1
train_000872,chất lượng sản phẩm tuyệt vời thời gian giao hàng chậm,0
train_000873,giày khá đẹp real luôn thanks shop,0
train_000874,giầy đẹp ngon bổ rẻ nhé,0
train_000875,dùng cá nhân 100ea quá,0
train_000876,hi shop giao màu ngẫu nhiên đẹp chất mềm mịn ưng lắm,0
train_000877,hơi thất vọng nhận sp,1
train_000878,đặt xương rồng gửi cờ nhật ah,1
train_000879,1nhận diện bằng mắt thường hộp ọp ẹp tem hãng giấy hướng dẫn sử dụng ghi gờ hàng giả kém chất lượng đề nghị kiểm tra chất lượng sản phẩm,1
train_000880,mặt hơi to chất lượng sản phẩm kém,1
train_000881,keo tốt kiểu ống chích tra keo cpu tiện hơn loại hủ,0
train_000882,hàng tốt cám ơn shop nhờ con uống nước dễ dàng hơn,0
train_000883,chúng ta ít giải pháp đảm bảo an toàn giữ nguyên vẻ thơ mộng cầu long biên,1
train_000884,máy đèn led đổi màu xanh đỏ vui ko tính năng hồng ngoại dùng massa gáy đầu thấy ko ổn lắm nằm máy hoạt động khá khó chịu chạy mấy phút động cơ khá nóng ngại đổi trả dùng tạm massa chân khuyên bạn ko mua,1
train_000885,ưng bụng,0
train_000886,xài khá ok,0
train_000887,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm đẹp chắc chắn mua 2 lần lần nào ok lăm luôn,0
train_000888,bàn phím cắm nhận cả shop ko kiểm tra hàng giao liên hệ ko thấy trả lời nản đáng tiền,1
